Household_Size,Seasonal_Index,Garden_Area,Daily_Liters_Used
1,1.49,7,279.8
1,1.64,41,462.8
3,1.55,47,626
3,0.83,44,509.6
3,1.67,30,558.4
4,1.15,27,485
6,1.2,48,741
1,0.9,43,362
4,1.54,19,539.8
3,0.98,8,341.6
1,1.36,33,386.2
4,1.64,26,589.8
6,0.89,29,595.8
4,1.34,17,487.8
6,1.03,22,569.6
3,1.14,37,482.8
6,1.27,20,630.4
1,1.16,49,443.2
3,1.45,46,574
1,1.28,48,453.6
5,1.38,6,522.6
2,1.54,39,492.8
6,1.36,46,742.2
2,1.39,38,482.8
2,1.36,34,426.2
6,1.18,17,583.6
3,1.14,17,414.8
5,1.7,22,603
1,1.41,36,438.2
4,1.04,36,537.8
1,1.3,39,430
4,1.13,43,608.6
1,1.73,33,452.6
6,0.81,33,623.2
5,1.03,48,673.6
4,1.17,20,485.4
7,1.29,48,841.8
3,1.65,14,470
1,0.89,34,339.8
1,1.61,29,403.2
4,0.86,43,529.2
3,1.64,24,480.8
3,0.85,9,330
6,0.82,5,488.4
7,1.5,34,745
6,1.8,7,619
6,1.7,49,820
6,1.38,18,635.6
6,1.72,34,756.4
6,0.81,8,524.2
5,1.78,22,646.6
3,1.29,41,520.8
6,1.52,29,659.4
3,1.62,5,413.4
3,1.52,19,444.4
2,1.34,13,354.8
5,1.28,19,538.6
6,1.64,28,680.8
1,1.01,8,223.2
4,1.77,16,536.4
7,1.51,41,801.2
1,1,41,362
5,1.54,47,724.8
4,1.33,10,466.6
5,1.51,43,695.2
3,1.57,28,500.4
4,0.89,15,432.8
3,1.31,17,435.2
1,1.73,38,440.6
1,1.12,29,322.4
4,1.39,11,432.8
4,1.17,8,444.4
6,1.25,12,576
5,1.35,24,556
6,1.35,33,694
5,1,49,679
6,1.48,14,617.6
3,0.89,47,544.8
4,0.94,38,571.8
1,0.8,30,322
5,0.92,45,618.4
5,1.27,7,512.4
1,1.41,10,287.2
6,1.59,9,589.8
5,0.91,9,443.2
7,1.65,27,724
3,1.55,13,439
4,1.21,39,555.2
1,1.73,24,373.6
4,1.79,46,712.8
7,1.01,39,730.2
5,1.18,22,577.6
5,1.73,21,609.6
7,1.52,28,713.4
1,0.85,7,201
3,1.58,36,555.6
2,1.63,39,484.6
1,1.55,42,426
2,1.6,17,406
7,1.63,29,741.6
6,0.99,13,568.8
2,1.04,8,289.8
3,1.43,18,455.6
6,1.71,41,762.2
2,1.12,38,460.4
7,1.39,15,661.8
6,1.48,45,742.6
7,1.25,7,584
2,1.51,32,433.2
7,1.7,33,812
3,1.42,13,398.4
2,1.34,7,300.8
2,1.24,29,392.8
2,1.38,38,473.6
1,1.16,16,258.2
1,1.19,46,413.8
1,1.33,13,283.6
3,0.87,19,389.4
6,1.03,44,673.6
7,1.34,29,699.8
5,1.23,9,481.6
2,1.13,15,307.6
7,1.53,38,805.6
2,1.49,28,419.8
3,0.97,19,361.4
2,1.68,42,557.6
1,1.3,12,299
5,1.54,9,518.8
4,1.37,30,551.4
2,1.8,22,472
7,1.55,10,668
1,1.51,41,452.2
4,1.58,17,530.6
5,0.94,32,578.8
4,1,9,386
1,1.51,17,332.2
6,1.29,21,637.8
6,1.55,44,784
4,0.9,49,618
3,1.34,36,533.8
7,1.18,33,751.6
7,1.26,7,603.2
4,1.4,44,644
2,1.3,38,450
2,1.34,44,475.8
7,1.29,31,742.8
7,1.21,17,678.2
6,1.57,49,782.4
3,0.81,37,481.2
1,1.4,10,261
2,1.37,28,395.4
7,1.52,23,695.4
6,1.4,20,634
5,1.63,44,704.6
6,1.76,32,726.2
2,1.14,37,439.8
2,1.03,45,438.6
6,1.22,17,615.4
1,1.09,47,429.8
4,1.41,49,629.2
2,1.71,29,476.2
6,0.94,46,724.8
3,1.43,18,455.6
6,1.71,41,762.2
2,1.12,38,460.4
7,1.39,15,661.8
6,1.48,45,742.6
7,1.25,7,584
2,1.51,32,433.2
7,1.7,33,812
3,1.42,13,398.4
2,1.34,7,300.8
2,1.24,29,392.8
2,1.38,38,473.6
1,1.16,16,258.2
1,1.19,46,413.8
1,1.33,13,283.6
3,0.87,19,389.4
6,1.03,44,673.6
7,1.34,29,699.8
5,1.23,9,481.6
2,1.13,15,307.6
7,1.53,38,805.6
2,1.49,28,419.8
3,1.43,18,455.6
6,1.71,41,762.2
2,1.12,38,460.4
7,1.39,15,661.8
6,1.48,45,742.6
7,1.25,7,584
2,1.51,32,433.2
7,1.7,33,812
3,1.42,13,398.4
2,1.34,7,300.8
2,1.24,29,392.8
2,1.38,38,473.6
1,1.16,16,258.2
1,1.19,46,413.8
1,1.33,13,283.6
3,0.87,19,389.4
6,1.03,44,673.6
7,1.34,29,699.8
5,1.23,9,481.6
2,1.13,15,307.6
7,1.53,38,805.6
2,1.49,28,419.8
7,1.29,31,742.8
7,1.21,17,678.2
6,1.57,49,782.4
3,0.81,37,481.2
1,1.4,10,261
2,1.37,28,395.4
7,1.52,23,695.4
6,1.4,20,634
5,1.63,44,704.6
6,1.76,32,726.2
2,1.14,37,439.8
2,1.03,45,438.6
6,1.22,17,615.4
1,1.09,47,429.8
4,1.41,49,629.2
2,1.71,29,476.2
6,0.94,46,724.8
3,1.43,18,455.6
6,1.71,41,762.2
2,1.12,38,460.4
7,1.39,15,661.8
6,1.48,45,742.6
7,1.25,7,584
2,1.51,32,433.2
7,1.7,33,812
3,1.42,13,398.4
2,1.34,7,300.8
2,1.24,29,392.8
2,1.38,38,473.6
1,1.16,16,258.2
1,1.19,46,413.8
6,1.44,48,790.8
7,1.35,34,761
4,0.89,42,536.8
7,1.53,38,765.6
3,1.35,16,450
3,1.25,23,420
1,1.71,41,448.2
7,1.1,48,767
6,1.32,21,601.4
5,1.5,14,558
4,1.6,16,512
2,1.26,20,372.2
6,1.64,28,706.8
6,1.57,23,682.4
3,0.87,12,325.4
7,0.85,35,674
1,1.42,25,332.4
1,1.15,21,322
4,1.01,27,493.2
3,1.38,41,539.6
6,1.14,20,612.8
5,1.34,10,538.8
3,1.26,12,367.2
4,1.38,29,530.6
4,1.2,22,483
3,1.5,29,490
4,0.98,16,410.6
3,1.5,19,430
2,1.21,30,442.2
3,1.67,45,596.4
7,1.32,49,818.4
3,1.77,30,514.4
4,1.4,36,598
7,1.02,14,641.4
4,1.62,20,545.4
1,1.15,11,236
1,1.15,21,283
7,0.83,27,641.6
2,1.35,30,455
1,1.33,25,325.6
3,1.16,26,441.2
4,1.69,11,478.8
1,0.93,18,243.6
1,1.13,19,284.6
2,1.12,11,323.4
7,0.89,13,611.8
7,1.28,12,660.6
6,1.49,27,661.8
2,1.31,33,466.2
3,0.96,22,420.2
7,1.18,35,741.6
4,0.8,34,520
2,1.67,43,512.4
1,0.88,39,358.6
4,1.4,22,542
4,1.79,46,706.8
1,1.34,43,459.8
2,1.72,21,432.4
1,1.04,18,294.8
6,1.56,35,735.2
4,1.33,28,526.6
5,1.52,39,652.4
5,0.86,48,630.2
3,0.95,49,527
7,0.93,38,712.6
1,1.49,7,279.8
1,1.64,41,462.8
3,1.55,47,626
3,0.83,44,509.6
3,1.67,30,558.4
4,1.15,27,485
6,1.2,48,741
1,0.9,43,362
4,1.54,19,539.8
3,0.98,8,341.6
1,1.36,33,386.2
4,1.64,26,589.8
6,0.89,29,595.8
4,1.34,17,487.8
6,1.03,22,569.6
3,1.14,37,482.8
6,1.27,20,630.4
1,1.16,49,443.2
3,1.45,46,574
1,1.28,48,453.6
5,1.38,6,522.6
2,1.54,39,492.8
6,1.36,46,742.2
2,1.39,38,482.8
2,1.36,34,426.2
6,1.18,17,583.6
3,1.14,17,414.8
5,1.7,22,603
1,1.41,36,438.2
4,1.04,36,537.8
1,1.3,39,430
4,1.13,43,608.6
1,1.73,33,452.6
6,0.81,33,623.2
5,1.03,48,673.6
4,1.17,20,485.4
7,1.29,48,841.8
3,1.65,14,470
1,0.89,34,339.8
1,1.61,29,403.2
4,0.86,43,529.2
3,1.64,24,480.8
3,0.85,9,330
6,0.82,5,488.4
7,1.5,34,745
6,1.8,7,619
6,1.7,49,820
6,1.38,18,635.6
6,1.72,34,756.4
6,0.81,8,524.2
5,1.78,22,646.6
3,1.29,41,520.8
6,1.52,29,659.4
3,1.62,5,413.4
3,1.52,19,444.4
2,1.34,13,354.8
5,1.28,19,538.6
6,1.64,28,680.8
1,1.01,8,223.2
4,1.77,16,536.4
7,1.51,41,801.2
1,1,41,362
5,1.54,47,724.8
4,1.33,10,466.6
5,1.51,43,695.2
3,1.57,28,500.4
4,0.89,15,432.8
3,1.31,17,435.2
1,1.73,38,440.6
1,1.12,29,322.4
4,1.39,11,432.8
4,1.17,8,444.4
6,1.25,12,576
5,1.35,24,556
6,1.35,33,694
5,1,49,679
6,1.48,14,617.6
3,0.89,47,544.8
4,0.94,38,571.8
1,0.8,30,322
5,0.92,45,618.4
5,1.27,7,512.4
1,1.41,10,287.2
6,1.59,9,589.8
5,0.91,9,443.2
7,1.65,27,724
3,1.55,13,439
4,1.21,39,555.2
1,1.73,24,373.6
4,1.79,46,712.8
7,1.01,39,730.2
5,1.18,22,577.6
5,1.73,21,609.6
7,1.52,28,713.4
1,0.85,7,201
3,1.58,36,555.6
2,1.63,39,484.6
1,1.55,42,426
2,1.6,17,406
7,1.63,29,741.6
6,0.99,13,568.8
2,1.04,8,289.8
3,1.43,18,455.6
6,1.71,41,762.2
2,1.12,38,460.4
7,1.39,15,661.8
6,1.48,45,742.6
7,1.25,7,584
2,1.51,32,433.2
7,1.7,33,812
3,1.42,13,398.4
2,1.34,7,300.8
2,1.24,29,392.8
2,1.38,38,473.6
1,1.16,16,258.2
1,1.19,46,413.8
1,1.33,13,283.6
3,0.87,19,389.4
6,1.03,44,673.6
7,1.34,29,699.8
5,1.23,9,481.6
2,1.13,15,307.6
7,1.53,38,805.6
2,1.49,28,419.8
3,0.97,19,361.4
2,1.68,42,557.6
1,1.3,12,299
5,1.54,9,518.8
4,1.37,30,551.4
2,1.8,22,472
7,1.55,10,668
1,1.51,41,452.2
4,1.58,17,530.6
5,0.94,32,578.8
4,1,9,386
1,1.51,17,332.2
6,1.29,21,637.8
6,1.55,44,784
4,0.9,49,618
3,1.34,36,533.8
7,1.18,33,751.6
7,1.26,7,603.2
4,1.4,44,644
2,1.3,38,450
2,1.34,44,475.8
7,1.29,31,742.8
7,1.21,17,678.2
6,1.57,49,782.4
3,0.81,37,481.2
1,1.4,10,261
2,1.37,28,395.4
7,1.52,23,695.4
6,1.4,20,634
5,1.63,44,704.6
6,1.76,32,726.2
2,1.14,37,439.8
2,1.03,45,438.6
6,1.22,17,615.4
1,1.09,47,429.8
4,1.41,49,629.2
2,1.71,29,476.2
6,0.94,46,724.8
3,1.43,18,455.6
6,1.71,41,762.2
2,1.12,38,460.4
7,1.39,15,661.8
6,1.48,45,742.6
7,1.25,7,584
2,1.51,32,433.2
7,1.7,33,812
3,1.42,13,398.4
2,1.34,7,300.8
2,1.24,29,392.8
2,1.38,38,473.6
1,1.16,16,258.2
1,1.19,46,413.8
1,1.33,13,283.6
3,0.87,19,389.4
6,1.03,44,673.6
7,1.34,29,699.8
5,1.23,9,481.6
2,1.13,15,307.6
7,1.53,38,805.6
2,1.49,28,419.8
3,1.43,18,455.6
6,1.71,41,762.2
2,1.12,38,460.4
7,1.39,15,661.8
6,1.48,45,742.6
7,1.25,7,584
2,1.51,32,433.2
7,1.7,33,812
3,1.42,13,398.4
2,1.34,7,300.8
2,1.24,29,392.8
2,1.38,38,473.6
1,1.16,16,258.2
1,1.19,46,413.8
1,1.33,13,283.6
3,0.87,19,389.4
6,1.03,44,673.6
7,1.34,29,699.8
5,1.23,9,481.6
2,1.13,15,307.6
7,1.53,38,805.6
2,1.49,28,419.8
7,1.29,31,742.8
7,1.21,17,678.2
6,1.57,49,782.4
3,0.81,37,481.2
1,1.4,10,261
2,1.37,28,395.4
7,1.52,23,695.4
6,1.4,20,634
5,1.63,44,704.6
6,1.76,32,726.2
2,1.14,37,439.8
2,1.03,45,438.6
6,1.22,17,615.4
1,1.09,47,429.8
4,1.41,49,629.2
2,1.71,29,476.2
6,0.94,46,724.8
3,1.43,18,455.6
6,1.71,41,762.2
2,1.12,38,460.4
7,1.39,15,661.8
6,1.48,45,742.6
7,1.25,7,584
2,1.51,32,433.2
7,1.7,33,812
3,1.42,13,398.4
2,1.34,7,300.8
2,1.24,29,392.8
2,1.38,38,473.6
1,1.16,16,258.2
1,1.19,46,413.8
1,1.33,13,283.6
3,0.87,19,389.4
6,1.03,44,673.6
7,1.34,29,699.8
5,1.23,9,481.6
2,1.13,15,307.6
7,1.53,38,805.6
2,1.49,28,419.8
3,0.97,19,361.4
2,1.68,42,557.6
1,1.3,12,299
5,1.54,9,518.8
4,1.37,30,551.4
2,1.8,22,472
7,1.55,10,668
1,1.51,41,452.2
4,1.58,17,530.6
5,0.94,32,578.8
4,1,9,386
6,1.03,44,673.6
7,1.34,29,699.8
5,1.23,9,481.6
2,1.13,15,307.6
7,1.53,38,805.6
2,1.49,28,419.8
3,0.97,19,361.4
2,1.68,42,557.6
1,1.3,12,299
5,1.54,9,518.8
4,1.37,30,551.4
2,1.8,22,472
7,1.55,10,668
1,1.51,41,452.2
